"CRN","UNIT_NUM","PERSON_NUM","PERSON_TYPE","INJ_SEVERITY","RESTRAINT_HELMET","AIRBAG_PADS","SEAT_POSITION","EJECTION_IND","AGE","SEX","EJECT_PATH_CD","EXTRIC_IND","TRANSPORTED","DVR_LIC_STATE","DVR_PED_CONDITION","PED_LOCATION","PED_SIGNAL","CLOTHING_TYPE","CRASH_YEAR","COUNTY","COUNTY_YEAR","MUNICIPALITY"
"2015006101","1","1","1","4","99","00","01","0","55","M","0","3","Y","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015006141","1","1","1","8","03","01","01","0","24","M","0","0","Y","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015006619","1","1","1","0","99","10","01","0","23","F","0","0","N","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015006619","2","2","2","4","03","10","03","0","66","F","0","0","Y","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015006619","2","1","1","4","99","10","01","0","53","F","0","0","N","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015006621","1","1","1","0","00","00","01","0","22","F","0","0","N","PA","9","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015006621","2","2","2","8","99","99","99","0","58","F","0","0","N","PA","9","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015006621","2","1","2","0","00","00","01","0","71","F","0","0","N","PA","9","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015007932","1","1","1","0","03","00","01","0","23","F","0","0","N","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015007932","2","3","2","0","03","00","04","0","24","F","0","0","N","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015007932","2","2","2","0","03","00","03","0","22","M","0","0","N","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015007932","2","1","1","8","03","00","01","0","23","M","0","0","N","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015008687","1","1","1","0","03","10","01","1","32","M","0","1","N","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015008687","2","2","1","0","03","10","01","1","31","F","0","1","N","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015074976","2","2","1","8","03","12","01","1","46","M","0","1","N","NJ","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015074976","1","1","1","8","03","01","01","1","28","F","0","1","N","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015074955","1","1","1","0","03","04","01","1","41","M","0","1","N","PA","1","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015051966","1","1","1","9","99","00","01","1","19","M","0","1","Y","PA","1","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015051987","2","1","7","3","00","00","00","0","50","F","0","0","N","","0","05","3","9","2015","67","PERSON_2015_Philadelphia","67301"
"2015051987","1","1","1","0","99","00","01","0","34","M","0","0","N","NY","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015052505","2","2","1","0","03","12","01","1","56","M","0","1","N","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015074966","1","1","1","0","03","03","01","1","37","M","0","1","N","NJ","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015021380","2","1","1","0","99","99","01","1","26","M","0","1","","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015021380","1","1","1","0","99","99","01","1","37","F","0","1","","NJ","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
