X,Y,recordnum,takenby,comments,setdate,setyear,mcd,route,road,cntdir,fromlmt,tolmt,type,latitude,longitude,factor,axle,outdir,indir,aadb,program,bikepedgroup,bikepedfacility,co_name,mun_name,id
-75.183789,39.964195,71544,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/07 00:00:00+00,2010,4210160110,,spring garden st bridge eastbound lanes,east,31st st,aquarium dr,Bicycle 1,39.964195,-75.183789,0.968,1.1797,,,713,Project,Mixed,Bike Lane,Philadelphia,University - Southwest,37112
-75.183853,39.964326,71545,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/07 00:00:00+00,2010,4210160106,,spring garden st bridge westbound lanes,west,31st st,aquarium dr,Bicycle 1,39.964326,-75.183853,0.968,1.1797,,,645,Project,Mixed,Bike Lane,Philadelphia,West Park,37113
-75.165646,39.947097,71546,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/09/30 00:00:00+00,2010,4210160103,,spruce st,west,15th st,pa 291 broad st,Bicycle 1,39.947097,-75.165646,0.968,1.1797,,,858,Project,Mixed,Buffered Bike Lane,Philadelphia,Central,37114
-75.154595,39.92245,71547,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/09/30 00:00:00+00,2010,4210160112,,snyder ave,both,5th st,4th st,Bicycle 1,39.92245,-75.154595,0.968,1.1797,,,234,Project,Mixed,Bike Lane,Philadelphia,South,37115
-75.28665,40.074314,137049,permanent station,,2016/12/15 00:00:00+00,2016,4209184624,,schuylkill river trail,both,lee st,station ave,Bicycle 3,40.074314,-75.28665,,1,W,E,95,Permanent,Mixed,Multiuse Trail,Montgomery,Whitemarsh Township,37122
-75.165603,39.943465,71623,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/30 00:00:00+00,2010,4210160103,291,broad st southbound lanes,south,bainbridge st,south st,Bicycle 1,39.943465,-75.165603,1.028,1.1797,,,373,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,37617
-75.205689,40.016696,137036,permanent station,,2016/10/15 00:00:00+00,2016,4210160108,,wissahickon creek trail,both,ridge ave,freeland ave access stairway,Bicycle 3,40.016696,-75.205689,,1,N,S,496,Permanent,Mixed,Multiuse Trail,Philadelphia,Lower Northwest,37653
-75.178596,39.950609,70610,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/08/12 00:00:00+00,2010,4210160103,,23rd st,south,locust st,walnut st,Bicycle 1,39.950609,-75.178596,0.888,1.1797,,,598,Project,Mixed,Mixed Traffic,Philadelphia,Central,37892
-75.174379,39.961111,70621,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/08/26 00:00:00+00,2010,4210160103,,ben franklin pkwy outer la northbound,north,21st st,22nd st,Bicycle 1,39.961111,-75.174379,0.888,1.1797,,,55,Project,Mixed,Mixed Traffic,Philadelphia,Central,37893
-75.17453,39.960478,70622,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/08/26 00:00:00+00,2010,4210160103,,ben franklin pkwy outer la southbound,south,21st st,22nd st,Bicycle 1,39.960478,-75.17453,0.888,1.1797,,,124,Project,Mixed,Mixed Traffic,Philadelphia,Central,37894
-75.168259,39.96121,71845,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/05/04 00:00:00+00,2011,4210160103,,18th st,north,franklintown blvd,hamilton st,Bicycle 1,39.96121,-75.168259,0.962,1.1797,,,38,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,38336
-75.15824,39.959402,71826,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/03/30 00:00:00+00,2011,4210160103,,12th st,south,callowhill st,noble st,Bicycle 1,39.959402,-75.15824,1.012,1.1797,,,129,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,38507
-75.159842,39.959516,71829,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/03/25 00:00:00+00,2011,4210160103,,13th st,north,callowhill st,noble st,Bicycle 1,39.959516,-75.159842,1.059,1.1797,,,145,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,38510
-75.168811,39.943794,71616,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/28 00:00:00+00,2010,4210160103,,16th st,north,bainbridge st,south st,Bicycle 1,39.943794,-75.168811,1.001,1.1797,,,650,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,38773
-75.167255,39.943642,71619,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/30 00:00:00+00,2010,4210160103,,15th st,south,south st,bainbridge st,Bicycle 1,39.943642,-75.167255,1.028,1.1797,,,306,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,38776
-75.098306,39.979444,137031,permanent station,,2016/10/15 00:00:00+00,2016,4210160109,,port richmond trail,both,bath st,delaware ave,Bicycle 3,39.979444,-75.098306,,1,E,W,43,Permanent,Low Volume,Multiuse Trail,Philadelphia,River Wards,38798
-75.098306,39.979444,137032,permanent station,,2016/11/15 00:00:00+00,2016,4210160109,,port richmond trail,both,bath st,delaware ave,Bicycle 3,39.979444,-75.098306,,1,E,W,51,Permanent,Low Volume,Multiuse Trail,Philadelphia,River Wards,38799
-75.098306,39.979444,137033,permanent station,,2016/12/15 00:00:00+00,2016,4210160109,,port richmond trail,both,bath st,delaware ave,Bicycle 3,39.979444,-75.098306,,1,E,W,4,Permanent,Low Volume,Multiuse Trail,Philadelphia,River Wards,38817
-75.1915,39.996083,137034,permanent station,,2016/11/15 00:00:00+00,2016,4210160107,,schuylkill river trail,both,strawberry mansion bridge,strawberry mansion dr,Bicycle 4,39.996083,-75.1915,,1,S,N,1584,Permanent,Mixed,Multiuse Trail,Philadelphia,Lower North,38818
-75.1915,39.996083,137035,permanent station,,2016/12/15 00:00:00+00,2016,4210160107,,schuylkill river trail,both,strawberry mansion bridge,strawberry mansion dr,Bicycle 4,39.996083,-75.1915,,1,S,N,545,Permanent,Mixed,Multiuse Trail,Philadelphia,Lower North,38819
-75.177035,39.944855,71601,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/20 00:00:00+00,2010,4210160103,,21st st,south,south st,bainbridge st,Bicycle 1,39.944855,-75.177035,0.968,1.1797,,,381,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,39651
-75.17512,39.944539,71604,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/20 00:00:00+00,2010,4210160103,,20th st,north,bainbridge st,south st,Bicycle 1,39.944539,-75.17512,0.968,1.1797,,,424,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,39654
-75.173516,39.944452,71607,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/20 00:00:00+00,2010,4210160103,,19th st,south,bainbridge st,south st,Bicycle 1,39.944452,-75.173516,0.968,1.1797,,,394,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,39952
-75.17196,39.944226,71610,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/30 00:00:00+00,2010,4210160103,,18th st,north,bainbridge st,south st,Bicycle 1,39.944226,-75.17196,1.028,1.1797,,,268,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,40318
-75.170388,39.944004,71613,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/28 00:00:00+00,2010,4210160103,,17th st,south,bainbridge st,south st,Bicycle 1,39.944004,-75.170388,1.001,1.1797,,,389,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,40412
-75.160266,39.942696,71632,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/04 00:00:00+00,2010,4210160103,,11th st,north,south st,bainbridge st,Bicycle 1,39.942696,-75.160266,1.001,1.1797,,,623,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,40434
-75.158699,39.942511,71635,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/04 00:00:00+00,2010,4210160103,,10th st,south,bainbridge st,south st,Bicycle 1,39.942511,-75.158699,1.001,1.1797,,,822,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,40437
-75.205689,40.016696,137037,permanent station,,2016/11/15 00:00:00+00,2016,4210160108,,wissahickon creek trail,both,ridge ave,freeland ave access stairway,Bicycle 3,40.016696,-75.205689,,1,N,S,456,Permanent,Mixed,Multiuse Trail,Philadelphia,Lower Northwest,40787
-75.337554,39.971807,137041,permanent station,,2016/12/15 00:00:00+00,2016,4204533144,,darby creek trail,both,raymond dr access,hilltop rd,Bicycle 3,39.971807,-75.337554,,1,N,S,5,Permanent,Low Volume,Multiuse Trail,Delaware,Haverford Township,40790
-75.181203,39.950856,137042,permanent station,,2016/10/15 00:00:00+00,2016,4210160103,,schuylkill river trail (schuylkill banks),both,locust st,walnut st,Bicycle 4,39.950856,-75.181203,,1,S,N,2028,Permanent,Mixed,Multiuse Trail,Philadelphia,Central,40800
-75.181203,39.950856,137043,permanent station,,2016/11/15 00:00:00+00,2016,4210160103,,schuylkill river trail (schuylkill banks),both,locust st,walnut st,Bicycle 4,39.950856,-75.181203,,1,S,N,2113,Permanent,Mixed,Multiuse Trail,Philadelphia,Central,40801
-75.157106,39.942351,71638,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/10 00:00:00+00,2010,4210160103,,9th st,north,bainbridge st,south st,Bicycle 1,39.942351,-75.157106,1.001,1.1797,,,35,Screen Line,Low Volume,Mixed Traffic,Philadelphia,Central,40845
-75.155529,39.942207,71641,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/04/06 00:00:00+00,2011,4210160103,,8th st,south,bainbridge st,south st,Bicycle 1,39.942207,-75.155529,1.012,1.1797,,,619,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,40848
-75.14877,39.958192,71789,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/03/23 00:00:00+00,2011,4210160103,,6th st,south,callowhill st,willow st,Bicycle 1,39.958192,-75.14877,1.059,1.1797,,,222,Screen Line,Mixed,Bike Lane,Philadelphia,Central,41196
-75.16342,39.943091,71626,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/04 00:00:00+00,2010,4210160103,,13th st,north,bainbridge st,south st,Bicycle 1,39.943091,-75.16342,1.001,1.1797,,,551,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,41618
-75.161827,39.942996,71629,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/03 00:00:00+00,2010,4210160103,,12th st,south,bainbridge st,south st,Bicycle 1,39.942996,-75.161827,1.001,1.1797,,,205,Screen Line,Low Volume,Mixed Traffic,Philadelphia,Central,41621
-75.14407,39.95776,71780,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/03/23 00:00:00+00,2011,4210160103,,3rd st,north,callowhill st,willow st,Bicycle 1,39.95776,-75.14407,1.059,1.1797,,,236,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,41771
-75.152375,39.941832,71701,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/10 00:00:00+00,2010,4210160103,,6th st,south,bainbridge st,south st,Bicycle 1,39.941832,-75.152375,1.001,1.1797,,,692,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,42695
-75.17633327,39.96225014,71857,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/03 00:00:00+00,2010,4210160103,,ben franklin pkwy inner la northbound,north,22nd st,eakins oval,Bicycle 1,39.96225014,-75.17633327,1.001,1.1797,,,155,Screen Line,Mixed,Bike Lane,Philadelphia,Central,42727
-75.178633,39.944995,71721,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/20 00:00:00+00,2010,4210160103,,22nd st,north,south st,bainbridge st,Bicycle 1,39.944995,-75.178633,0.968,1.1797,,,880,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,43054
-75.181203,39.950856,137044,permanent station,,2016/12/15 00:00:00+00,2016,4210160103,,schuylkill river trail (schuylkill banks),both,locust st,walnut st,Bicycle 4,39.950856,-75.181203,,1,S,N,464,Permanent,Mixed,Multiuse Trail,Philadelphia,Central,43104
-75.153952,39.942001,71681,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/10 00:00:00+00,2010,4210160103,,7th st,north,bainbridge st,south st,Bicycle 1,39.942001,-75.153952,1.001,1.1797,,,593,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,43440
-75.169916,39.961074,71848,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/04/01 00:00:00+00,2011,4210160103,,19th st,south,hamilton st,callowhill st,Bicycle 1,39.961074,-75.169916,1.012,1.1797,,,298,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,43468
-74.876805,40.289533,137051,permanent station,,2016/09/15 00:00:00+00,2016,4201779128,,delaware & lehigh trail,both,pa 532 general washington memorial blvd,1000 feet south of pa 532,Bicycle 4,40.289533,-74.876805,,1,S,N,142,Permanent,Mixed,Multiuse Trail,Bucks,Upper Makefield Township,43470
-75.173564,39.948076,70605,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/08/12 00:00:00+00,2010,4210160103,,spruce st,west,20th st,19th st,Bicycle 1,39.948076,-75.173564,0.888,1.1797,,,868,Project,Mixed,Buffered Bike Lane,Philadelphia,Central,43516
-75.157235,39.946052,70606,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/08/12 00:00:00+00,2010,4210160103,,spruce st,west,10th st,9th st,Bicycle 1,39.946052,-75.157235,0.888,1.1797,,,718,Project,Mixed,Buffered Bike Lane,Philadelphia,Central,43517
-75.173929,39.946661,70607,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/08/12 00:00:00+00,2010,4210160103,,pine st,east,20th st,19th st,Bicycle 1,39.946661,-75.173929,0.888,1.1797,,,709,Project,Mixed,Buffered Bike Lane,Philadelphia,Central,43518
-75.15783777,39.9446384600001,70608,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/08/12 00:00:00+00,2010,4210160103,,pine st,east,10th st,9th st,Bicycle 1,39.94463846,-75.15783777,0.888,1.1797,,,427,Project,Mixed,Buffered Bike Lane,Philadelphia,Central,43519
-75.1794,39.946932,70609,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/08/12 00:00:00+00,2010,4210160103,,23rd st,south,lombard st,pine st,Bicycle 1,39.946932,-75.1794,0.888,1.1797,,,374,Project,Mixed,Mixed Traffic,Philadelphia,Central,43520
-75.169691,39.95079,71370,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/09/16 00:00:00+00,2010,4210160103,,sansom st,west,18th st,17th st,Bicycle 1,39.95079,-75.169691,0.949,1.1797,,,573,Project,Mixed,Mixed Traffic,Philadelphia,Central,45086
-75.153549,39.958677,71798,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/03/25 00:00:00+00,2011,4210160103,,9th st,north,callowhill st,willow st,Bicycle 1,39.958677,-75.153549,1.059,1.1797,,,84,Screen Line,Low Volume,Mixed Traffic,Philadelphia,Central,45711
-75.155277,39.959026,71801,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/03/25 00:00:00+00,2011,4210160103,,ridge ave northbound lanes,north,noble st,callowhill st,Bicycle 1,39.959026,-75.155277,1.059,1.1797,,,97,Screen Line,Low Volume,Mixed Traffic,Philadelphia,Central,45714
-75.155368,39.959055,71802,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/03/25 00:00:00+00,2011,4210160103,,ridge ave southbound lanes,south,noble st,callowhill st,Bicycle 1,39.959055,-75.155368,1.059,1.1797,,,287,Screen Line,Low Volume,Mixed Traffic,Philadelphia,Central,45715
-75.17633327,39.96225014,71353,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/03 00:00:00+00,2010,4210160103,,ben franklin pkwy inner la northbound,north,22nd st,eakins oval,Bicycle 1,39.96225014,-75.17633327,1.001,1.1797,,,155,Project,Mixed,Bike Lane,Philadelphia,Central,45930
-75.176064,39.962312,71354,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/03 00:00:00+00,2010,4210160103,,ben franklin pkwy outer la northbound,north,22nd st,eakins oval,Bicycle 1,39.962312,-75.176064,1.001,1.1797,,,122,Project,Mixed,Striped Shoulder,Philadelphia,Central,45931
-75.16394,39.950477,71357,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/09/09 00:00:00+00,2010,4210160103,291,broad st northbound lanes,north,sansom st,chestnut st,Bicycle 1,39.950477,-75.16394,0.949,1.1797,,,374,Project,Mixed,Mixed Traffic,Philadelphia,Central,45932
-75.162481,39.957073,71359,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/07 00:00:00+00,2010,4210160103,611,broad st northbound lanes,north,race st,vine st,Bicycle 1,39.957073,-75.162481,0.968,1.1797,,,511,Project,Mixed,Mixed Traffic,Philadelphia,Central,45933
-75.171375,39.946895,71345,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/21 00:00:00+00,2010,4210160103,,18th st,north,pine st,spruce st,Bicycle 1,39.946895,-75.171375,0.968,1.1797,,,495,Project,Mixed,Mixed Traffic,Philadelphia,Central,46342
-75.170968,39.948865,71346,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/09/16 00:00:00+00,2010,4210160103,,18th st,north,spruce st,walnut st,Bicycle 1,39.948865,-75.170968,0.949,1.1797,,,670,Project,Mixed,Mixed Traffic,Philadelphia,Central,46343
-75.156999,39.953635,71351,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/21 00:00:00+00,2010,4210160103,,arch st,north,10th st,11th st,Bicycle 1,39.953635,-75.156999,0.968,1.1797,,,263,Project,Low Volume,Mixed Traffic,Philadelphia,Central,46344
-75.175409,39.95593,71352,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/09/09 00:00:00+00,2010,4210160103,,arch st,west,22nd st,21st  st,Bicycle 1,39.95593,-75.175409,0.949,1.1797,,,202,Project,Low Volume,Mixed Traffic,Philadelphia,Central,46345
-75.180613,39.952928,71362,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/27 00:00:00+00,2010,4210160103,,chestnut st bridge eastbound,east,schuylkill ave,23rd st,Bicycle 1,39.952928,-75.180613,1.001,1.1797,,,805,Project,Mixed,Bike Lane,Philadelphia,Central,46363
-75.156054,39.951407,71363,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/09/23 00:00:00+00,2010,4210160103,,market st eastbound lanes,east,10th st,9th st,Bicycle 1,39.951407,-75.156054,0.949,1.1797,,,755,Project,Recreation,Mixed Traffic,Philadelphia,Central,46364
-75.15599,39.951472,71364,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/09/23 00:00:00+00,2010,4210160103,,market st westbound lanes,west,10th st,9th st,Bicycle 1,39.951472,-75.15599,0.949,1.1797,,,408,Project,Recreation,Mixed Traffic,Philadelphia,Central,46375
