"COUNTY","CRASH_YEAR","CRN","LANE_COUNT","OFFSET","RDWY_ORIENT","RDWY_SEQ_NUM","ROAD_OWNER","ROUTE","SEGMENT","SPEED_LIMIT","STREET_NAME","COUNTY_YEAR","MUNICIPALITY"
"67","2018","2018114643","1 ","973","E","3","2","8012","0250","20","RAMP A RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018114649","3 ","1083","S","3","1","0095","0315","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018114653","3 ","144","S","3","1","0095","0171","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018114770","2 ","547","S","4","2","0611","0091","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018114770","04","","N","6","4","","","35","N BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018114770","2 ","555","N","3","2","0611","0090","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018114770","01","","E","5","4","","","20","W CLEARFIELD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018114797","3 ","2449","E","3","2","0003","0070","35","CHESTNUT ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018114885","2 ","225","E","3","2","0291","0110","35","PENROSE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018114885","2 ","232","W","4","2","0291","0111","25","PENROSE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018114885","02","","E","5","4","","","25","HARTRANFT ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018114901","2 ","0","N","4","2","3018","0090","30","HAVERFORD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018114901","02","","N","3","4","","","30","42ND ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018114950","02","","W","4","4","","","15","LOCUST ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018114950","02","","N","3","4","","","15","41ST ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018114960","2 ","252","N","3","2","0532","0060","35","BUSTLETON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018114960","2 ","272","S","4","2","0532","0061","35","BUSTLETON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018114960","02","","E","5","4","","","20","AVON RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018114983","2 ","88","S","3","2","3019","0091","35","PASSYUNK AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115010","2 ","2639","E","4","4","G156","0020","25","WILLOW GROVE AV","ROADWAY_2018_Philadelphia","46108"
"67","2018","2018115010","2 ","1901","W","5","2","4002","0031","40","STENTON AV","ROADWAY_2018_Philadelphia","46108"
"67","2018","2018115110","02","","W","3","4","","","20","JACKSON ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115110","02","","N","4","4","","","20","24TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115113","02","","W","3","4","","","35","HOLSTEIN AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115114","02","","W","4","4","","","25","FITZWATER ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115114","02","","S","3","4","","","25","12TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115115","02","","W","3","4","","","25","CRESHEIM VALLEY DR","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115116","2 ","594","E","4","2","4017","0060","35","UPSAL ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115116","2 ","2009","N","3","2","4002","0060","35","STENTON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115117","01","","E","3","4","","","25","ONTARIO ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115118","02","","S","4","4","","","25","OLD YORK RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115118","02","","E","3","4","","","25","WINGOHOCKING ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115118","02","","E","5","4","","","25","BELFIELD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115119","01","","E","4","4","","","25","TASKER ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115119","01","","N","3","4","","","25","10TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115120","02","","S","4","4","","","35","FRONT ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115120","02","","E","3","4","","","25","PACKER AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115121","2 ","1750","N","3","2","2007","0050","25","FRANKFORD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115121","02","","N","5","4","","","25","TRENTON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115121","02","","E","4","4","","","25","YORK ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115122","2 ","2152","E","4","2","2014","0100","30","LEHIGH AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115122","2 ","1619","N","3","2","2001","0150","30","RICHMOND ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115123","02","","E","3","4","","","25","CHEW AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115123","02","","N","4","4","","","30","5TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115124","02","","N","4","4","","","25","MASCHER ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115124","03","0","S","3","2","0001","0181","40","ROOSEVELT BL","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115125","02","","N","3","4","","","25","GERMANTOWN AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115125","02","","W","4","4","","","25","RISING SUN AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115126","02","","N","4","4","","","25","5TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115126","02","","E","3","4","","","20","CAMBRIA ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115128","2 ","1381","N","3","2","4001","0060","35","HENRY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115128","2 ","1405","S","4","2","4001","0061","35","HENRY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115128","01","","W","5","4","","","25","SEVILLE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115129","2 ","1399","N","3","2","4001","0070","35","HENRY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115129","02","","E","5","4","","","20","GERHARD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115129","2 ","1403","S","4","2","4001","0071","35","HENRY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115130","03","0","N","3","2","3007","0050","30","BENJAMIN FRANKLIN PY","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115130","03","","N","4","4","","","30","PHILA-ART MUSEUM CR","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115131","03","0","S","4","2","0611","0031","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115131","01","","W","3","4","","","25","BUTTONWOOD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115132","02","","S","3","4","","","25","S 23RD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115133","02","","S","3","4","","","25","N 2ND ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115134","02","","E","3","4","","","20","SWEET BRIAR DR","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115134","02","","E","4","4","","","25","MARTIN LUTHER KING DR","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115135","2 ","1401","E","3","2","0003","0060","35","CHESTNUT ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115135","02","","N","4","4","","","25","FARRAGUT ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115136","2 ","0","N","3","2","3015","0074","25","COBBS CREEK PY","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115136","2 ","397","S","6","2","3031","0011","35","MARSHALL RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115136","1 ","0","S","4","2","3015","0075","35","COBBS CREEK PY","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115136","02","","W","7","4","","","30","SPRUCE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115136","2 ","374","N","5","2","3031","0010","35","MARSHALL RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115137","3 ","509","E","3","2","0003","0050","35","CHESTNUT ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115137","02","","N","4","4","","","25","53RD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115138","02","","N","3","4","","","20","KENSINGTON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115138","02","","W","4","4","","","20","BUCKIUS ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115139","02","","N","4","4","","","30","GLENDALE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115139","2 ","0","E","5","2","0073","0030","30","COTTMAN AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115139","2 ","0","W","6","2","0073","0031","30","COTTMAN AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115139","02","","N","3","4","","","30","SUMMERDALE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115140","2 ","2449","E","3","2","0073","0010","30","COTTMAN AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115140","02","","N","5","4","","","30","TABOR AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115140","2 ","2447","W","4","2","0073","0011","30","COTTMAN AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115141","01","","N","3","4","","","25","16TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115141","01","","E","4","4","","","25","PINE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115142","02","","E","4","4","","","25","GLENWOOD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115142","02","","S","3","4","","","25","12TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115143","02","","W","3","4","","","25","WOODLAND AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115144","02","1526","S","5","2","3025","0021","35","LINDBERGH BL","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115144","2 ","1516","N","3","2","3025","0020","35","LINDBERGH BL","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115144","02","","S","4","4","","","25","57TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115145","2 ","1732","N","3","2","2009","0100","30","HARBISON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115146","01","","E","4","4","","","25","PRATT ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115146","2 ","1482","S","3","2","2001","0210","25","RICHMOND ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115147","02","","N","3","4","","","25","50TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115147","02","","S","4","4","","","25","ASPEN ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115148","2 ","380","N","3","2","3021","0070","30","GRAYS FERRY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115148","02","","E","5","4","","","25","PASCHALL AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115148","2 ","372","S","4","2","3021","0071","25","GRAYS FERRY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115149","02","","N","3","4","","","25","25TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115149","02","","W","4","4","","","25","YORK ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115151","02","","W","4","4","","","25","WINDRIM AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115151","02","","N","3","4","","","25","18TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115152","02","","N","3","4","","","25","N CARLISLE RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115153","02","","N","7","4","","","25","GERMANTOWN AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115153","2 ","115","W","5","2","1004","0020","30","ERIE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115153","2 ","0","N","6","2","4005","0010","25","GERMANTOWN AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115153","2 ","1132","S","4","2","0611","0111","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115153","2 ","1137","N","3","2","0611","0110","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115154","02","","N","4","4","","","25","NINTH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115154","03","0","N","3","2","0001","0160","40","ROOSEVELT BL","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115155","2 ","165","W","3","2","1004","0050","30","ERIE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115156","02","","N","3","4","","","25","FRONT ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115156","02","","E","4","4","","","25","LOUDEN ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115157","02","0","E","4","2","1004","0050","30","ERIE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115157","02","","S","3","4","","","30","FRONT ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115158","01","","E","4","4","","","20","CHRISTIAN ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115158","01","","S","3","4","","","25","6TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115159","02","","N","4","4","","","25","LOMBARD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115159","02","","S","3","4","","","20","10TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115160","02","","N","4","4","","","25","FRONT ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115160","02","","E","3","4","","","25","CHRISTIAN ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115162","2 ","2265","E","3","2","0013","0140","30","HUNTING PARK AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115162","02","","N","5","4","","","25","WESTMORELAND ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115162","2 ","2275","W","4","2","0013","0141","30","HUNTING PARK AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115163","02","","E","4","4","","","25","SUMMERDALE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115163","2 ","0","E","3","2","0232","0022","25","OXFORD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115164","2 ","1601","N","3","2","2009","0060","30","ARAMINGO AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115165","02","","S","3","4","","","25","22ND ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115166","2 ","3000","S","3","2","4003","0011","40","WISSAHICKON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115167","02","","E","3","4","","","25","BERKLEY ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115167","2 ","1426","E","4","2","4009","0030","35","ROBERTS AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115168","02","","S","4","4","","","25","22ND ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115168","2 ","420","W","3","2","2010","0022","25","CECIL B MOORE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115169","2 ","1053","N","3","2","3027","0010","25","SIXTEENTH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115169","02","","E","4","4","","","25","RACE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115170","2 ","1102","N","3","2","0013","0070","25","THIRTYEIGHTH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115170","02","","W","7","4","","","25","POWELTON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115170","1 ","0","N","5","2","3003","0060","25","THIRTYEIGHTH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115170","2 ","1084","S","4","2","0013","0071","25","THIRTYEIGHTH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115170","2 ","0","S","6","2","3003","0061","25","THIRTYEIGHTH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115171","1 ","1757","W","4","2","3010","0051","30","MARKET ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115171","1 ","1754","E","3","2","3010","0050","30","MARKET ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115171","01","","S","5","4","","","25","40TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115172","01","","E","4","4","","","25","STILES ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115172","2 ","291","S","3","2","3017","0050","35","FIFTYSECOND ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115173","2 ","0","E","7","2","3018","0010","45","HAVERFORD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115173","2 ","0","N","3","2","0001","0010","35","CITY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115173","2 ","0","S","5","2","0001","0011","35","CITY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115174","02","","E","4","4","","","25","MASTER ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115174","02","","S","3","4","","","25","59TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115175","2 ","0","E","3","2","2016","0090","30","ALLEGHENY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115175","02","","N","4","4","","","25","G ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115176","02","","E","3","4","","","25","THOMAS AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115176","02","","N","4","4","","","25","S 55TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115177","04","","N","3","4","","","50","61ST ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115178","02","","E","4","4","","","25","WOODLAND AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115178","02","","S","3","4","","","25","58TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115179","02","","N","4","4","","","25","CHELTEN AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115179","2 ","1441","E","3","2","4004","0030","35","CHEW AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115180","02","","W","4","4","","","25","WISTER ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115180","2 ","423","N","3","2","4005","0040","25","GERMANTOWN AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115181","02","","W","5","4","","","25","MONTGOMERY DR","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115181","01","0","W","4","2","8006","0750","20","RAMP RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115181","1 ","640","W","3","2","8006","0010","20","RAMP A RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115182","2 ","455","S","4","2","3005","0151","30","BELMONT AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115182","2 ","452","N","3","2","3005","0150","35","BELMONT AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115182","02","","W","5","4","","","25","EDGLEY DR","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115183","02","","N","3","4","","","25","MONUMENT RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115184","3 ","268","N","3","2","0001","0110","50","ROOSEVELT BOULEVARD EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115185","02","","E","5","4","","","25","COULTER ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115185","2 ","357","S","4","2","4001","0041","35","HENRY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115185","2 ","360","N","3","2","4001","0040","35","HENRY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115186","01","","E","4","4","","","25","SAINT LUKE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115186","01","","N","5","4","","","25","16TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115186","2 ","620","N","3","2","8043","0010","25","RAMP B RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115187","02","","W","3","4","","","25","DIAMOND ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115188","2 ","289","E","3","2","2016","0100","30","ALLEGHENY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115189","3 ","0","N","3","2","3013","0030","35","ISLAND AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115189","2 ","0","S","4","2","3013","0031","35","ISLAND AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115189","02","","W","5","4","","","25","LINDBERGH BL","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115190","2 ","2243","E","3","2","4019","0050","25","WASHINGTON LN","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115191","01","","S","3","4","","","25","41ST ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115192","2 ","1634","E","3","2","3017","0010","25","WHITBY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115192","02","","S","4","4","","","25","56TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115193","02","","S","3","4","","","25","62ND ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115193","02","","W","4","4","","","25","REEDLAND AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115194","2 ","1993","E","5","2","3009","0020","35","RIDGE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115194","3 ","2080","N","3","2","0611","0030","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115194","3 ","1836","S","4","2","0611","0031","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115195","2 ","736","E","3","2","2001","0030","30","OREGON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115195","02","","N","5","4","","","30","FRONT ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115195","2 ","737","W","4","2","2001","0031","30","OREGON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115196","2 ","1742","E","3","2","1014","0030","35","RHAWN ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115196","02","","N","4","4","","","35","ALGON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115197","2 ","3332","E","3","2","0073","0040","30","COTTMAN AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115197","02","3334","W","4","2","0073","0041","30","COTTMAN AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115197","03","0","S","5","2","6001","0271","45","ROOSEVELT BL","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115199","02","","N","3","4","","","30","LONGSHORE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115199","02","","N","4","4","","","30","ALGON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115200","02","","W","4","4","","","25","CATHARINE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115200","02","","N","3","4","","","25","HUTCHINSON ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115201","01","","E","5","4","","","25","MARKLE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115201","2 ","1684","N","3","2","4001","0060","35","HENRY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115201","2 ","1708","S","4","2","4001","0061","35","HENRY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115202","02","0","N","5","2","4001","0110","35","HENRY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115202","02","","E","4","4","","","25","CINNAMINSON ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115202","2 ","0","S","3","2","4001","0111","35","HENRY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115203","2 ","0","S","4","2","3009","0201","35","RIDGE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115203","02","","W","5","4","","","30","MANATAWNA AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115203","2 ","0","N","3","2","3009","0200","35","RIDGE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115204","1 ","2085","E","3","2","0030","0060","30","GIRARD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115205","3 ","884","N","3","2","3015","0052","25","COBBS CREEK PY","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115206","02","","E","5","4","","","30","LONGSHORE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115206","2 ","553","N","3","2","1009","0090","25","BUSTLETON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115206","2 ","569","S","4","2","1009","0091","25","BUSTLETON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115207","3 ","1573","S","3","2","6001","0221","40","ROOSEVELT BL","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115207","3 ","96","S","4","2","0232","0003","25","OXFORD CR","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115207","02","","S","5","4","","","25","OXFORD CR","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115208","3 ","2212","N","3","2","0611","0080","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115208","3 ","2190","S","4","2","0611","0081","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115208","02","","E","5","4","","","25","GLENWOOD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115209","01","","N","3","4","","","25","BELGRADE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115211","2 ","1039","E","3","2","0291","0090","45","PENROSE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115212","02","","N","3","4","","","25","OGONTZ AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115212","02","","E","4","4","","","25","76TH AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115213","02","","S","4","4","","","25","MANSFIELD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115213","02","","E","3","4","","","25","MOUNT PLEASANT AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115214","01","","S","5","4","","","25","K ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115214","02","","S","4","4","","","25","KENSINGTON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115214","02","","S","3","4","","","25","TIOGA ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115215","02","","N","3","4","","","25","OLD YORK RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115216","02","","N","3","4","","","25","CHELTEN AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115217","02","","S","3","4","","","25","MUSGRAVE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115218","2 ","560","E","3","2","4004","0020","35","CHEW AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115218","2 ","0","E","4","2","4017","0050","25","UPSAL ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115219","02","","S","3","4","","","25","7TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115219","02","","E","4","4","","","25","PINE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115220","01","","W","4","4","","","25","SPRUCE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115220","02","","S","3","4","","","25","21ST ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115235","01","","S","4","4","","","15","HEALTH SCIENCES DR","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115235","01","","N","3","4","","","15","CONVENTION AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115277","2 ","2250","N","3","2","1005","0140","30","CASTOR AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018115277","2 ","2252","S","4","2","1005","0141","30","CASTOR AV","ROADWAY_2018_Philadelphia","67301"
